Timestamp,Snelheid,Omvang1,Positie1,Omvang2,Positie2,Relatie
09:47:21.170183,8.0,45.0,-15.0,30.0,45.0,75.0
09:47:42.502002,9.0,45.0,-30.0,60.0,60.0,30.0
09:48:03.844534,6.0,60.0,0.0,45.0,60.0,30.0
09:48:25.195230,7.0,30.0,-15.0,60.0,15.0,60.0
09:48:46.547446,9.0,60.0,-75.0,30.0,45.0,75.0
09:49:07.913929,6.0,45.0,-60.0,30.0,60.0,-45.0
09:49:29.273409,9.0,45.0,30.0,60.0,-45.0,60.0
09:49:50.625184,6.0,30.0,-45.0,45.0,60.0,-45.0
09:50:11.984563,6.0,45.0,-30.0,60.0,-75.0,-60.0
09:50:33.328603,8.0,60.0,15.0,30.0,-45.0,-75.0
09:50:54.652637,9.0,60.0,45.0,30.0,15.0,30.0
09:51:16.013479,5.0,60.0,-30.0,45.0,45.0,-75.0
09:51:37.347086,9.0,45.0,15.0,60.0,-75.0,-75.0
09:51:58.682780,8.0,45.0,45.0,45.0,45.0,-30.0
09:52:20.014142,7.0,30.0,-30.0,45.0,-75.0,60.0
09:52:41.351299,7.0,45.0,-15.0,30.0,0.0,-90.0
09:53:02.688838,9.0,30.0,60.0,60.0,15.0,30.0
09:53:24.024101,5.0,45.0,-60.0,30.0,30.0,-75.0
09:53:45.367075,6.0,60.0,0.0,45.0,30.0,45.0
09:54:06.709829,7.0,60.0,-30.0,45.0,-75.0,30.0
09:54:28.067373,6.0,60.0,-60.0,60.0,0.0,-30.0
09:54:49.401068,7.0,30.0,45.0,30.0,0.0,-45.0
09:55:10.731929,9.0,60.0,30.0,60.0,-30.0,-75.0
09:55:32.059362,7.0,30.0,0.0,45.0,15.0,-45.0
09:55:53.387572,8.0,45.0,-60.0,45.0,-75.0,45.0
09:56:14.715553,5.0,30.0,-30.0,30.0,-75.0,-90.0
09:56:36.057141,6.0,45.0,-15.0,60.0,0.0,-75.0
09:56:57.401745,9.0,60.0,-15.0,30.0,30.0,-45.0
09:57:18.746804,7.0,30.0,-15.0,60.0,45.0,-75.0
09:57:40.106462,6.0,60.0,-15.0,60.0,45.0,-75.0
09:58:01.440971,5.0,60.0,-45.0,45.0,-60.0,30.0
09:58:22.790640,6.0,30.0,60.0,60.0,-75.0,30.0
09:58:44.132611,5.0,45.0,60.0,60.0,-75.0,45.0
09:59:05.471064,9.0,45.0,15.0,45.0,60.0,-30.0
09:59:26.809922,5.0,30.0,15.0,45.0,15.0,75.0
09:59:48.146800,5.0,45.0,-30.0,60.0,15.0,45.0
10:00:09.500985,9.0,60.0,-60.0,45.0,-60.0,-75.0
10:00:30.854096,5.0,45.0,15.0,60.0,-45.0,-90.0
10:00:52.178448,6.0,30.0,-30.0,30.0,30.0,75.0
10:01:13.516568,7.0,60.0,60.0,45.0,0.0,-45.0
10:01:34.857878,8.0,30.0,-30.0,30.0,0.0,60.0
10:01:56.187117,9.0,60.0,-15.0,60.0,-60.0,-60.0
10:02:17.525771,8.0,30.0,-75.0,30.0,45.0,60.0
10:02:38.857159,7.0,45.0,60.0,45.0,0.0,45.0
10:03:00.198897,6.0,60.0,0.0,60.0,0.0,-75.0
10:03:21.526171,8.0,30.0,15.0,30.0,45.0,-45.0
10:03:42.856202,8.0,45.0,-15.0,45.0,-15.0,30.0
10:04:04.185772,7.0,60.0,-60.0,45.0,-75.0,60.0
10:04:25.526060,5.0,30.0,45.0,60.0,-60.0,45.0
10:04:46.869877,9.0,30.0,-60.0,30.0,45.0,60.0
10:05:08.205415,9.0,30.0,15.0,60.0,45.0,-75.0
10:05:29.531694,6.0,30.0,45.0,45.0,-45.0,75.0
10:05:50.871303,5.0,60.0,-60.0,60.0,-75.0,-30.0
10:06:12.209109,7.0,45.0,-75.0,60.0,30.0,-45.0
10:06:33.552472,6.0,30.0,-15.0,60.0,-30.0,45.0
10:06:54.893933,7.0,60.0,-45.0,60.0,60.0,60.0
10:07:16.241543,7.0,60.0,-75.0,60.0,-45.0,30.0
10:07:37.558115,7.0,60.0,-30.0,45.0,-15.0,-60.0
10:07:58.899495,6.0,30.0,60.0,30.0,45.0,45.0
10:08:20.222203,9.0,60.0,-75.0,30.0,15.0,75.0
10:08:41.555424,6.0,60.0,45.0,45.0,-75.0,60.0
10:09:02.905551,5.0,30.0,30.0,30.0,30.0,-30.0
10:09:24.259117,6.0,30.0,45.0,45.0,60.0,45.0
10:09:45.588692,6.0,45.0,-75.0,60.0,-45.0,30.0
10:10:06.934851,7.0,30.0,45.0,30.0,60.0,60.0
10:10:28.285832,8.0,60.0,-15.0,60.0,-75.0,-75.0
10:10:49.628416,5.0,45.0,-75.0,60.0,15.0,-30.0
10:11:10.963261,5.0,30.0,15.0,30.0,0.0,60.0
10:11:32.305802,5.0,60.0,-75.0,60.0,0.0,30.0
10:11:53.623050,8.0,45.0,-60.0,60.0,-30.0,30.0
10:12:14.961560,5.0,30.0,-30.0,45.0,-60.0,60.0
10:12:36.278761,8.0,45.0,0.0,45.0,60.0,-45.0
10:12:57.614547,9.0,45.0,60.0,45.0,-45.0,-60.0
10:13:18.969567,9.0,45.0,0.0,30.0,15.0,-45.0
10:13:40.307953,6.0,30.0,30.0,60.0,-15.0,-45.0
10:14:01.638792,5.0,30.0,30.0,30.0,-75.0,-30.0
10:14:22.974067,7.0,60.0,15.0,60.0,-45.0,-30.0
10:14:44.310949,8.0,45.0,-15.0,45.0,15.0,-60.0
10:15:05.646153,7.0,45.0,60.0,30.0,30.0,30.0
10:15:26.979287,7.0,60.0,30.0,45.0,45.0,-30.0
10:15:48.317859,9.0,60.0,45.0,45.0,-30.0,75.0
10:16:09.673164,6.0,45.0,-15.0,30.0,-15.0,75.0
10:16:31.010924,6.0,30.0,30.0,30.0,-30.0,-45.0
10:16:52.349479,6.0,30.0,15.0,45.0,-45.0,45.0
10:17:13.687395,5.0,60.0,-30.0,30.0,15.0,-90.0
10:17:35.021290,5.0,30.0,0.0,45.0,-45.0,-75.0
10:17:56.359657,7.0,30.0,-45.0,45.0,0.0,-75.0
10:18:17.691185,8.0,30.0,45.0,30.0,0.0,-90.0
10:18:39.027308,8.0,30.0,-45.0,45.0,15.0,-60.0
10:19:00.342753,6.0,30.0,-75.0,60.0,0.0,-90.0
10:19:21.674813,8.0,45.0,30.0,60.0,-45.0,60.0
10:19:43.012329,8.0,45.0,-30.0,30.0,45.0,30.0
10:20:04.350254,6.0,45.0,-75.0,30.0,-75.0,60.0
10:20:25.699883,9.0,60.0,-75.0,60.0,-60.0,60.0
10:20:47.027728,6.0,60.0,30.0,45.0,-45.0,-90.0
10:21:08.360900,8.0,30.0,-15.0,30.0,30.0,45.0
10:21:29.697279,9.0,45.0,0.0,60.0,0.0,-30.0
10:21:51.033666,9.0,60.0,15.0,45.0,0.0,-75.0
10:22:12.371805,8.0,45.0,15.0,45.0,0.0,30.0
10:22:33.705286,7.0,45.0,15.0,60.0,-30.0,60.0
10:22:55.051465,5.0,60.0,-60.0,60.0,60.0,60.0
10:23:16.382408,9.0,30.0,-75.0,45.0,60.0,60.0
10:23:37.718939,9.0,45.0,-75.0,60.0,45.0,-30.0
10:23:59.064143,8.0,45.0,0.0,45.0,-15.0,30.0
10:24:20.399614,9.0,60.0,-30.0,30.0,-30.0,30.0
10:24:41.761050,5.0,60.0,-30.0,30.0,-15.0,-30.0
10:25:03.117235,7.0,45.0,-45.0,60.0,-45.0,-30.0
10:25:24.464453,9.0,60.0,0.0,30.0,0.0,75.0
10:25:45.803102,8.0,30.0,15.0,45.0,60.0,45.0
10:26:07.153075,6.0,30.0,-60.0,45.0,-30.0,-30.0
10:26:28.497732,9.0,45.0,30.0,45.0,60.0,-60.0
10:26:49.836042,5.0,60.0,15.0,45.0,-75.0,45.0
10:27:11.170268,6.0,30.0,15.0,45.0,-45.0,30.0
10:27:32.529009,8.0,60.0,-60.0,30.0,-15.0,-90.0
10:27:53.867089,7.0,45.0,-15.0,30.0,-45.0,45.0
10:28:15.183292,7.0,60.0,30.0,60.0,45.0,30.0
10:28:36.540943,7.0,30.0,0.0,30.0,60.0,45.0
10:28:57.902089,8.0,60.0,-45.0,30.0,45.0,60.0
10:29:19.240146,7.0,60.0,0.0,60.0,-60.0,-30.0
10:29:40.574985,9.0,30.0,45.0,45.0,-30.0,60.0
10:30:01.934639,5.0,30.0,-15.0,60.0,-45.0,-30.0
10:30:23.289117,8.0,45.0,45.0,30.0,60.0,-75.0
10:30:44.637781,9.0,60.0,45.0,30.0,30.0,-60.0
10:31:05.986199,8.0,45.0,-45.0,60.0,60.0,60.0
10:31:27.334716,9.0,60.0,-60.0,45.0,-75.0,-45.0
10:31:48.671223,5.0,60.0,-60.0,45.0,15.0,-30.0
10:32:09.998627,5.0,60.0,0.0,60.0,-15.0,-90.0
10:32:31.336950,6.0,45.0,-30.0,60.0,-60.0,30.0
10:32:52.673739,9.0,30.0,-75.0,60.0,30.0,-90.0
10:33:14.010387,8.0,30.0,-75.0,45.0,45.0,30.0
10:33:35.354123,6.0,45.0,-15.0,60.0,0.0,-90.0
10:33:56.695234,5.0,60.0,15.0,30.0,-30.0,45.0
10:34:18.034977,9.0,45.0,-75.0,45.0,30.0,-60.0
10:34:39.376729,9.0,60.0,60.0,60.0,-15.0,-30.0
10:35:00.714170,6.0,45.0,45.0,45.0,15.0,60.0
10:35:22.056528,8.0,60.0,-15.0,45.0,-75.0,-90.0
10:35:43.391375,8.0,60.0,60.0,60.0,60.0,-90.0
10:36:04.731106,6.0,30.0,-45.0,45.0,30.0,30.0
10:36:26.072358,6.0,30.0,30.0,30.0,15.0,75.0
10:36:47.406808,7.0,45.0,60.0,60.0,-45.0,-45.0
10:37:08.746913,9.0,45.0,0.0,60.0,-60.0,-60.0
10:37:30.076564,8.0,45.0,30.0,45.0,-45.0,-45.0
10:37:51.426355,6.0,45.0,-45.0,30.0,45.0,75.0
10:38:12.759432,7.0,30.0,-30.0,60.0,-15.0,30.0
10:38:34.094293,5.0,45.0,-75.0,30.0,15.0,60.0
10:38:55.437145,9.0,45.0,0.0,45.0,45.0,30.0
10:39:16.784625,6.0,60.0,60.0,60.0,-15.0,75.0
10:39:38.128011,7.0,45.0,45.0,60.0,60.0,60.0
10:39:59.471127,8.0,30.0,0.0,60.0,45.0,45.0
10:40:20.811491,7.0,30.0,-75.0,45.0,30.0,75.0
10:40:42.140013,5.0,45.0,-75.0,60.0,-75.0,-60.0
10:41:03.478654,5.0,60.0,15.0,60.0,-60.0,-75.0
10:41:24.814937,8.0,45.0,30.0,30.0,-45.0,-45.0
10:41:46.162235,5.0,45.0,0.0,30.0,30.0,-60.0
10:42:07.483358,8.0,45.0,45.0,60.0,45.0,-90.0
10:42:28.817857,7.0,60.0,-45.0,60.0,30.0,45.0
10:42:50.141556,6.0,60.0,45.0,60.0,30.0,-90.0
10:43:11.469708,7.0,45.0,0.0,45.0,45.0,-60.0
10:43:32.810012,9.0,60.0,0.0,45.0,0.0,-90.0
10:43:54.151165,5.0,30.0,15.0,30.0,-75.0,60.0
10:44:15.488720,7.0,30.0,-45.0,30.0,30.0,60.0
10:44:36.834779,5.0,30.0,15.0,30.0,30.0,-90.0
10:44:58.168902,6.0,45.0,-75.0,60.0,-60.0,-45.0
10:45:19.508376,5.0,45.0,0.0,60.0,0.0,-30.0
10:45:40.839327,5.0,60.0,45.0,45.0,15.0,-30.0
10:46:02.176906,6.0,60.0,-15.0,60.0,15.0,30.0
10:46:23.511801,9.0,30.0,-30.0,30.0,-45.0,60.0
10:46:44.849047,6.0,60.0,0.0,60.0,-30.0,60.0
10:47:06.192177,9.0,45.0,30.0,30.0,-75.0,30.0
10:47:27.526403,9.0,60.0,-75.0,30.0,60.0,45.0
10:47:48.845786,9.0,30.0,-15.0,60.0,60.0,-90.0
10:48:10.180201,6.0,45.0,15.0,60.0,30.0,-90.0
10:48:31.527852,8.0,60.0,-15.0,30.0,-45.0,30.0
10:48:52.864144,6.0,60.0,-15.0,60.0,15.0,-90.0
10:49:14.221424,5.0,60.0,-60.0,30.0,-30.0,-45.0
10:49:35.549848,7.0,30.0,-45.0,30.0,-45.0,-30.0
10:49:56.885917,9.0,30.0,-60.0,60.0,0.0,-30.0
10:50:18.226230,9.0,45.0,60.0,60.0,15.0,-45.0
10:50:39.591338,5.0,30.0,30.0,30.0,45.0,60.0
10:51:00.936734,7.0,60.0,60.0,30.0,45.0,60.0
10:51:22.294950,6.0,30.0,15.0,45.0,-75.0,-45.0
10:51:43.635636,8.0,60.0,30.0,30.0,30.0,-60.0
10:52:04.984074,9.0,30.0,-30.0,60.0,45.0,60.0
10:52:26.325635,7.0,30.0,-30.0,30.0,60.0,-60.0
10:52:47.671513,5.0,30.0,0.0,60.0,-60.0,-75.0
10:53:09.005789,6.0,45.0,30.0,45.0,-60.0,45.0
10:53:30.338627,7.0,45.0,60.0,45.0,0.0,-45.0
10:53:51.663550,7.0,45.0,-45.0,60.0,15.0,-90.0
10:54:13.002123,8.0,30.0,0.0,60.0,30.0,-45.0
10:54:34.337460,5.0,45.0,-60.0,30.0,60.0,-90.0
10:54:55.687168,6.0,45.0,0.0,60.0,0.0,-90.0
10:55:17.030410,7.0,45.0,-75.0,30.0,45.0,-45.0
10:55:38.372602,9.0,60.0,60.0,60.0,60.0,-60.0
10:55:59.704605,8.0,60.0,30.0,60.0,15.0,60.0
10:56:21.047743,9.0,60.0,0.0,60.0,30.0,-30.0
10:56:42.372584,7.0,60.0,30.0,45.0,-30.0,-45.0
10:57:03.709957,5.0,30.0,45.0,45.0,-15.0,-90.0
10:57:25.039046,8.0,60.0,30.0,30.0,-60.0,-75.0
10:57:46.374829,9.0,30.0,30.0,30.0,-30.0,-90.0
10:58:07.719468,8.0,45.0,-45.0,60.0,0.0,75.0
10:58:29.057993,8.0,60.0,30.0,30.0,60.0,-90.0
10:58:50.399237,6.0,30.0,0.0,30.0,30.0,-45.0
10:59:11.741243,5.0,45.0,45.0,45.0,60.0,60.0
10:59:33.071540,6.0,30.0,15.0,30.0,45.0,-90.0
10:59:54.402694,8.0,45.0,45.0,45.0,-60.0,-90.0
11:00:15.763500,5.0,30.0,-30.0,30.0,-45.0,-75.0
11:00:37.101569,8.0,30.0,0.0,30.0,30.0,-60.0
11:00:58.442365,5.0,30.0,-60.0,60.0,45.0,-75.0
11:01:19.789828,9.0,60.0,-45.0,45.0,-75.0,-75.0
11:01:41.128970,6.0,60.0,0.0,60.0,-15.0,-90.0
11:02:02.459675,7.0,45.0,-75.0,30.0,60.0,-75.0
11:02:23.799167,6.0,30.0,45.0,45.0,-30.0,-60.0
11:02:45.142952,7.0,30.0,-60.0,45.0,15.0,75.0
11:03:06.479222,6.0,45.0,0.0,45.0,-15.0,60.0
11:03:27.810645,6.0,30.0,15.0,30.0,-60.0,30.0
11:03:49.150194,9.0,30.0,15.0,60.0,-45.0,-60.0
11:04:10.479439,7.0,30.0,45.0,60.0,-75.0,45.0
11:04:31.810333,6.0,45.0,-15.0,45.0,-30.0,30.0
11:04:53.147017,6.0,60.0,-60.0,45.0,60.0,-30.0
11:05:14.479735,8.0,45.0,45.0,60.0,30.0,75.0
11:05:35.811757,7.0,30.0,30.0,45.0,-75.0,60.0
11:05:57.158012,6.0,60.0,45.0,45.0,30.0,-30.0
11:06:18.488060,5.0,60.0,-75.0,45.0,45.0,-30.0
11:06:39.818497,8.0,45.0,-75.0,45.0,15.0,-30.0
11:07:01.156126,5.0,60.0,-15.0,60.0,45.0,-30.0
11:07:22.493306,7.0,45.0,30.0,45.0,-30.0,-60.0
11:07:43.844961,7.0,60.0,45.0,45.0,30.0,-30.0
11:08:05.186624,6.0,30.0,-30.0,30.0,-75.0,45.0
